#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
4282000      8.36e-02    2.36e-02      1.11e-02    1.65e-03      5.58e-02    1.67e-02    3.5e-07
4283000      1.93e-01    4.26e-02      2.50e-02    1.51e-03      1.52e-01    3.50e-02    3.5e-07
4284000      8.84e-02    1.04e-01      3.46e-03    3.94e-03      7.34e-02    8.49e-02    3.5e-07
4285000      1.02e-01    1.15e-01      8.33e-03    6.54e-03      7.46e-02    8.65e-02    3.5e-07
4286000      1.91e-01    3.27e-02      2.69e-02    5.38e-04      1.22e-01    2.79e-02    3.5e-07
4287000      1.58e-01    4.92e-02      3.01e-02    3.52e-03      8.46e-02    3.41e-02    3.5e-07
4288000      9.52e-02    5.19e-02      2.33e-02    1.83e-03      5.69e-02    4.27e-02    3.5e-07
4289000      8.86e-02    3.09e-02      1.34e-02    2.01e-04      5.99e-02    2.66e-02    3.5e-07
4290000      1.18e-01    2.88e-01      1.74e-02    1.02e-01      8.83e-02    8.36e-02    3.5e-07
4291000      1.08e-01    2.23e-01      2.47e-02    5.15e-02      5.93e-02    1.64e-01    3.5e-07
4292000      1.79e-01    3.99e-02      3.77e-02    7.70e-05      1.03e-01    3.44e-02    3.5e-07
4293000      9.84e-02    1.86e-01      1.65e-02    2.69e-02      7.18e-02    1.43e-01    3.5e-07
4294000      1.88e-01    3.38e-02      3.43e-02    6.17e-04      9.99e-02    2.88e-02    3.5e-07
4295000      1.96e-01    5.49e-02      4.45e-02    7.15e-04      1.12e-01    4.71e-02    3.4e-07
4296000      1.09e-01    1.04e-01      1.71e-02    4.15e-03      7.31e-02    8.47e-02    3.4e-07
4297000      2.02e-01    2.88e-02      3.44e-02    2.84e-04      1.50e-01    2.48e-02    3.4e-07
4298000      7.27e-02    1.33e-01      1.49e-02    2.45e-02      4.63e-02    6.15e-02    3.4e-07
4299000      9.82e-02    3.14e-02      1.86e-02    6.03e-04      6.58e-02    2.68e-02    3.4e-07
4300000      5.36e-02    4.18e-01      4.96e-03    1.32e-01      4.34e-02    1.63e-01    3.4e-07
4301000      6.87e-02    5.99e-02      4.48e-03    1.58e-03      5.51e-02    5.05e-02    3.4e-07
4302000      2.40e-01    3.81e-02      2.32e-02    1.81e-03      1.96e-01    3.02e-02    3.4e-07
4303000      1.21e-01    2.42e-01      1.08e-02    4.82e-02      9.21e-02    8.48e-02    3.4e-07
4304000      1.08e-01    1.74e-01      1.50e-02    1.54e-02      7.81e-02    1.46e-01    3.4e-07
4305000      8.64e-02    1.33e-01      1.52e-02    1.88e-02      4.55e-02    1.03e-01    3.4e-07
4306000      1.74e-01    2.48e-01      4.46e-02    9.28e-02      8.67e-02    1.17e-01    3.4e-07
4307000      1.30e-01    3.29e-01      2.92e-02    9.53e-02      5.84e-02    1.64e-01    3.4e-07
4308000      1.87e-01    3.51e-02      5.44e-02    1.74e-03      9.11e-02    2.77e-02    3.4e-07
4309000      7.78e-02    2.08e-01      1.15e-02    4.60e-02      5.06e-02    2.65e-02    3.4e-07
4310000      1.04e-01    4.12e-02      1.70e-02    4.49e-04      7.07e-02    3.56e-02    3.3e-07
4311000      7.87e-02    2.78e-02      1.12e-02    1.55e-03      5.29e-02    2.14e-02    3.3e-07
4312000      1.47e-01    5.95e-02      9.37e-03    7.83e-03      1.10e-01    4.17e-02    3.3e-07
4313000      9.06e-02    4.64e-02      9.79e-03    5.28e-04      5.71e-02    4.00e-02    3.3e-07
4314000      2.40e-01    3.22e-02      5.84e-02    1.69e-03      1.48e-01    2.53e-02    3.3e-07
4315000      1.27e-01    6.18e-02      2.15e-02    5.35e-03      7.86e-02    4.86e-02    3.3e-07
4316000      9.43e-02    7.66e-02      9.67e-03    3.64e-03      6.77e-02    6.11e-02    3.3e-07
4317000      1.35e-01    1.71e-01      3.01e-02    3.71e-02      6.40e-02    1.31e-02    3.3e-07
4318000      8.94e-02    6.02e-02      1.10e-02    1.85e-03      6.41e-02    5.05e-02    3.3e-07
4319000      1.87e-01    1.78e-01      2.56e-02    2.08e-02      1.40e-01    1.25e-01    3.3e-07
4320000      8.94e-02    3.52e-02      1.48e-02    1.84e-04      6.28e-02    3.05e-02    3.3e-07
4321000      9.69e-02    1.25e-01      7.55e-03    1.72e-02      7.53e-02    9.87e-02    3.3e-07
4322000      9.39e-02    9.40e-02      1.46e-02    1.38e-03      6.33e-02    8.10e-02    3.3e-07
4323000      1.90e-01    8.91e-02      3.63e-02    4.93e-03      1.17e-01    7.42e-02    3.3e-07
4324000      1.52e-01    2.20e-01      3.04e-02    3.33e-02      6.94e-02    1.77e-01    3.3e-07
4325000      8.09e-02    3.27e-02      7.99e-03    9.85e-04      6.25e-02    2.75e-02    3.2e-07
4326000      6.08e-02    2.32e-02      1.44e-02    6.22e-04      3.86e-02    1.97e-02    3.2e-07
4327000      9.95e-02    5.80e-02      1.71e-02    1.60e-03      6.14e-02    4.91e-02    3.2e-07
4328000      1.29e-01    6.07e-02      3.66e-02    4.95e-03      6.10e-02    3.87e-02    3.2e-07
4329000      1.19e-01    1.23e-01      2.30e-02    1.22e-02      4.88e-02    5.92e-02    3.2e-07
4330000      3.51e-02    2.81e-01      3.38e-03    7.48e-02      2.67e-02    1.96e-01    3.2e-07
4331000      1.88e-01    1.59e-01      4.35e-02    8.03e-03      6.01e-02    1.25e-01    3.2e-07
4332000      1.18e-01    3.47e-01      1.79e-02    1.47e-01      7.44e-02    2.05e-01    3.2e-07
4333000      4.33e-02    3.89e-02      4.13e-03    4.90e-05      3.02e-02    3.38e-02    3.2e-07
4334000      8.90e-02    5.72e-02      8.87e-03    1.87e-03      6.93e-02    4.79e-02    3.2e-07
4335000      8.48e-02    4.57e-01      2.25e-02    2.29e-02      4.03e-02    3.95e-01    3.2e-07
4336000      1.02e-01    8.64e-02      1.96e-02    1.79e-03      6.85e-02    7.42e-02    3.2e-07
4337000      8.62e-02    2.38e-02      7.88e-03    4.26e-04      6.27e-02    2.05e-02    3.2e-07
4338000      7.27e-02    4.82e-01      1.26e-02    1.38e-01      5.09e-02    2.74e-01    3.2e-07
4339000      9.75e-02    4.98e-02      8.83e-03    2.65e-03      7.35e-02    3.89e-02    3.2e-07
4340000      6.71e-02    2.13e-01      8.98e-03    3.11e-02      4.94e-02    1.63e-01    3.2e-07
4341000      1.28e-01    5.30e-02      1.97e-02    5.59e-03      8.95e-02    2.33e-02    3.2e-07
4342000      7.10e-02    4.45e-02      9.74e-03    3.19e-04      4.84e-02    3.88e-02    3.2e-07
4343000      2.09e-01    2.99e-01      3.88e-02    2.77e-02      1.43e-01    2.52e-01    3.2e-07
4344000      8.68e-02    1.72e-01      1.91e-02    4.05e-02      3.42e-02    6.35e-03    3.2e-07
4345000      8.27e-02    4.76e-02      1.04e-02    5.10e-03      6.37e-02    2.00e-02    3.1e-07
4346000      3.62e-01    6.24e-02      9.02e-02    4.81e-04      2.18e-01    5.44e-02    3.1e-07
4347000      6.76e-02    7.26e-02      5.60e-03    3.29e-03      5.51e-02    5.87e-02    3.1e-07
4348000      5.53e-02    1.70e-01      8.39e-03    3.11e-02      4.10e-02    9.36e-02    3.1e-07
4349000      2.59e-01    3.92e-01      7.69e-02    1.14e-01      1.17e-01    1.38e-01    3.1e-07
4350000      1.19e-01    7.18e-02      2.27e-02    1.18e-03      7.32e-02    6.26e-02    3.1e-07
4351000      8.13e-02    5.16e-02      8.21e-03    5.32e-03      5.84e-02    2.37e-02    3.1e-07
4352000      6.22e-02    2.49e-02      4.36e-03    2.28e-04      5.10e-02    2.17e-02    3.1e-07
4353000      5.46e-02    2.51e-02      5.89e-03    5.84e-04      4.19e-02    2.16e-02    3.1e-07
4354000      9.38e-02    4.23e-02      1.11e-02    5.09e-03      6.70e-02    3.12e-02    3.1e-07
4355000      1.34e-01    1.55e-01      1.66e-02    8.44e-03      8.89e-02    1.21e-01    3.1e-07
4356000      1.06e-01    1.75e-01      1.95e-02    8.15e-02      4.59e-02    5.64e-02    3.1e-07
4357000      7.17e-02    2.09e-01      1.02e-02    3.78e-02      4.74e-02    9.21e-02    3.1e-07
4358000      1.02e-01    2.15e-02      1.45e-02    7.70e-04      5.77e-02    1.80e-02    3.1e-07
4359000      1.05e-01    5.47e-02      1.82e-02    5.53e-03      4.92e-02    2.64e-02    3.1e-07
4360000      4.92e-02    2.11e-02      1.87e-03    2.72e-04      4.16e-02    1.84e-02    3.0e-07
4361000      1.31e-01    9.60e-02      1.39e-02    7.85e-04      1.03e-01    8.40e-02    3.0e-07
4362000      1.25e-01    2.48e-02      1.81e-02    6.41e-04      9.62e-02    2.12e-02    3.0e-07
4363000      7.28e-02    6.83e-02      1.23e-02    6.22e-03      3.75e-02    3.91e-02    3.0e-07
4364000      6.40e-02    5.89e-02      8.40e-03    1.14e-03      3.69e-02    5.09e-02    3.0e-07
4365000      4.90e-02    2.40e-01      4.52e-03    6.07e-02      3.66e-02    1.47e-01    3.0e-07
4366000      8.53e-02    8.37e-02      1.43e-02    3.86e-03      4.11e-02    6.79e-02    3.0e-07
4367000      5.92e-02    3.85e-02      6.16e-03    9.02e-04      4.29e-02    3.31e-02    3.0e-07
4368000      1.03e-01    5.40e-01      1.30e-02    1.02e-01      6.29e-02    4.00e-01    3.0e-07
4369000      6.12e-02    1.15e-01      8.92e-03    2.17e-02      4.35e-02    3.69e-02    3.0e-07
4370000      4.84e-02    5.70e-02      3.75e-03    1.28e-03      3.98e-02    4.92e-02    3.0e-07
4371000      9.17e-02    2.46e-02      8.16e-03    2.78e-05      7.29e-02    2.16e-02    3.0e-07
4372000      1.86e-01    5.96e-02      2.87e-02    1.20e-02      1.24e-01    4.30e-02    3.0e-07
4373000      5.06e-02    2.13e-02      4.05e-03    3.90e-04      3.83e-02    1.85e-02    3.0e-07
4374000      1.08e-01    5.72e-02      8.21e-03    4.19e-03      8.88e-02    3.97e-02    3.0e-07
4375000      1.52e-01    2.05e-02      3.68e-02    4.03e-04      5.70e-02    1.78e-02    3.0e-07
4376000      1.37e-01    3.20e-02      1.26e-02    9.58e-05      8.08e-02    2.81e-02    3.0e-07
4377000      1.38e-01    3.95e-02      1.93e-02    2.63e-03      8.03e-02    2.89e-02    3.0e-07
4378000      1.36e-01    6.95e-02      2.99e-02    9.01e-04      5.65e-02    6.10e-02    3.0e-07
4379000      3.98e-02    1.15e-01      3.19e-03    1.38e-02      3.13e-02    8.34e-02    3.0e-07
4380000      1.23e-01    2.37e-01      3.06e-02    2.17e-02      4.89e-02    2.01e-01    2.9e-07
4381000      1.03e-01    7.25e-02      1.52e-02    4.44e-03      6.83e-02    5.46e-02    2.9e-07
4382000      7.22e-02    7.81e-02      6.68e-03    2.97e-03      5.48e-02    6.52e-02    2.9e-07
4383000      6.41e-02    6.80e-02      6.96e-03    4.65e-03      4.11e-02    4.89e-02    2.9e-07
4384000      8.41e-02    3.67e-02      1.10e-02    6.76e-05      5.28e-02    3.23e-02    2.9e-07
4385000      1.21e-01    7.82e-02      3.14e-02    8.38e-03      7.11e-02    3.23e-02    2.9e-07
4386000      1.44e-01    2.13e-02      2.78e-02    2.68e-04      6.92e-02    1.87e-02    2.9e-07
4387000      7.72e-02    6.04e-02      1.03e-02    1.23e-03      5.18e-02    5.24e-02    2.9e-07
4388000      1.18e-01    1.00e-01      2.41e-02    1.43e-03      7.10e-02    8.79e-02    2.9e-07
4389000      5.25e-02    1.56e-01      2.17e-03    3.26e-02      4.40e-02    4.98e-02    2.9e-07
4390000      7.29e-02    5.93e-02      1.14e-02    6.22e-04      5.04e-02    5.21e-02    2.9e-07
4391000      1.83e-01    3.49e-01      3.12e-02    1.09e-01      1.09e-01    1.46e-01    2.9e-07
4392000      2.66e-01    2.25e-02      1.24e-02    3.62e-04      2.33e-01    1.97e-02    2.9e-07
4393000      7.45e-02    4.51e-02      1.41e-02    3.69e-03      4.11e-02    2.92e-02    2.9e-07
4394000      5.19e-02    5.07e-02      1.17e-02    8.88e-04      3.27e-02    4.42e-02    2.9e-07
4395000      6.34e-02    1.86e-02      4.86e-03    5.72e-04      5.10e-02    1.59e-02    2.8e-07
4396000      1.15e-01    3.57e-02      1.30e-02    5.11e-04      8.98e-02    3.13e-02    2.8e-07
4397000      1.21e-01    3.35e-02      2.08e-02    5.11e-04      8.57e-02    2.93e-02    2.8e-07
4398000      1.40e-01    5.72e-02      1.88e-02    5.00e-04      9.93e-02    5.05e-02    2.8e-07
4399000      7.87e-02    1.23e-01      6.32e-03    1.42e-02      5.74e-02    1.01e-01    2.8e-07
4400000      5.21e-02    2.35e-02      9.57e-03    3.23e-04      3.70e-02    2.06e-02    2.8e-07
4401000      6.88e-02    2.78e-02      4.98e-03    2.71e-04      5.01e-02    2.45e-02    2.8e-07
4402000      1.53e-01    5.36e-02      1.45e-02    5.42e-03      1.18e-01    2.66e-02    2.8e-07
4403000      1.06e-01    8.31e-02      1.92e-02    4.55e-03      5.25e-02    6.52e-02    2.8e-07
4404000      2.23e-01    1.61e-01      5.08e-02    2.86e-02      1.22e-01    7.05e-02    2.8e-07
4405000      1.59e-01    5.85e-02      3.90e-02    8.43e-03      6.44e-02    4.02e-02    2.8e-07
4406000      7.24e-02    1.99e-01      8.17e-03    5.09e-02      4.81e-02    1.30e-01    2.8e-07
4407000      7.28e-02    2.63e-01      5.84e-03    7.08e-02      5.58e-02    1.51e-01    2.8e-07
4408000      1.68e-01    3.56e-02      3.16e-02    2.13e-03      1.00e-01    2.73e-02    2.8e-07
4409000      1.00e-01    4.04e-01      6.02e-03    1.27e-01      8.48e-02    2.54e-01    2.8e-07
4410000      6.17e-01    2.28e-02      1.02e-01    1.14e-03      4.77e-01    1.85e-02    2.8e-07
4411000      7.40e-02    5.77e-02      7.32e-03    8.65e-03      4.96e-02    3.78e-02    2.8e-07
4412000      1.25e-01    3.08e-02      8.99e-03    4.67e-04      1.06e-01    2.70e-02    2.8e-07
4413000      1.37e-01    3.65e-02      1.92e-02    1.26e-03      9.44e-02    3.10e-02    2.8e-07
4414000      1.20e-01    1.87e-02      2.61e-02    8.86e-05      7.39e-02    1.66e-02    2.8e-07
4415000      8.52e-02    8.26e-02      1.15e-02    3.27e-03      5.11e-02    6.91e-02    2.7e-07
4416000      5.64e-02    1.88e-01      4.70e-03    3.85e-02      4.66e-02    1.17e-01    2.7e-07
4417000      1.32e-01    3.95e-01      2.58e-02    5.11e-02      5.07e-02    3.29e-01    2.7e-07
4418000      8.43e-02    2.31e-02      1.58e-02    5.34e-04      6.08e-02    2.01e-02    2.7e-07
4419000      4.72e-02    2.02e-01      4.96e-03    2.28e-02      3.55e-02    1.69e-01    2.7e-07
4420000      7.18e-02    1.35e-01      7.91e-03    2.67e-02      5.67e-02    3.13e-02    2.7e-07
4421000      1.81e-01    2.26e-01      4.23e-02    5.05e-02      9.65e-02    4.43e-02    2.7e-07
4422000      6.32e-02    3.34e-02      7.23e-03    7.17e-04      4.50e-02    2.91e-02    2.7e-07
4423000      6.69e-02    2.35e-01      6.82e-03    6.79e-02      5.23e-02    1.35e-01    2.7e-07
4424000      1.37e-01    2.30e-02      2.23e-03    8.71e-04      1.20e-01    1.94e-02    2.7e-07
4425000      1.23e-01    2.32e-02      9.13e-03    3.00e-04      1.03e-01    2.05e-02    2.7e-07
4426000      6.86e-02    2.30e-01      9.44e-03    6.11e-02      4.99e-02    1.34e-01    2.7e-07
4427000      4.77e-02    2.34e-01      1.74e-03    9.56e-03      4.04e-02    2.07e-01    2.7e-07
4428000      7.90e-02    5.28e-01      5.74e-03    1.68e-01      6.43e-02    2.54e-01    2.7e-07
4429000      9.38e-02    5.91e-02      1.78e-02    3.93e-03      5.46e-02    4.36e-02    2.7e-07
4430000      6.74e-02    2.63e-02      1.36e-02    4.11e-04      4.05e-02    2.32e-02    2.7e-07
4431000      1.30e-01    4.82e-02      1.78e-02    2.09e-03      8.56e-02    4.00e-02    2.7e-07
4432000      6.38e-02    2.94e-02      8.60e-03    9.66e-05      4.46e-02    2.62e-02    2.7e-07
4433000      1.21e-01    2.50e-01      2.37e-02    1.18e-02      5.58e-02    2.20e-01    2.7e-07
4434000      8.10e-02    4.64e-02      1.89e-02    3.06e-03      3.70e-02    3.44e-02    2.7e-07
4435000      7.82e-02    2.29e-02      9.80e-03    2.91e-04      5.78e-02    2.03e-02    2.6e-07
4436000      1.30e-01    1.05e-01      9.43e-03    4.70e-04      1.09e-01    9.35e-02    2.6e-07
4437000      2.60e-01    1.20e-01      5.02e-02    8.23e-03      1.80e-01    1.05e-01    2.6e-07
4438000      8.14e-02    3.86e-02      1.55e-02    1.13e-03      4.92e-02    3.33e-02    2.6e-07
4439000      1.08e-01    4.41e-01      9.59e-03    1.18e-01      8.63e-02    2.56e-01    2.6e-07
4440000      9.54e-02    2.04e-01      1.00e-02    3.75e-02      6.93e-02    1.03e-01    2.6e-07
4441000      1.51e-01    5.38e-02      1.67e-02    7.38e-03      1.22e-01    3.78e-02    2.6e-07
4442000      1.18e-01    9.19e-02      2.08e-02    5.50e-03      7.44e-02    8.11e-02    2.6e-07
4443000      1.28e-01    1.36e-01      1.99e-02    2.69e-02      9.16e-02    9.72e-02    2.6e-07
4444000      1.16e-01    1.25e-01      1.42e-02    2.45e-02      9.09e-02    2.91e-02    2.6e-07
4445000      5.64e-02    2.94e-02      5.40e-03    7.06e-04      4.60e-02    2.57e-02    2.6e-07
4446000      7.09e-02    1.42e-01      1.19e-02    5.59e-03      3.58e-02    1.20e-01    2.6e-07
4447000      9.57e-02    2.78e-01      9.84e-03    1.41e-02      7.50e-02    2.45e-01    2.6e-07
4448000      1.58e-01    7.37e-02      2.92e-02    8.68e-03      1.14e-01    5.32e-02    2.6e-07
4449000      1.31e-01    2.09e-02      1.65e-02    3.52e-05      1.00e-01    1.86e-02    2.6e-07
4450000      4.86e-02    3.96e-02      7.73e-03    7.11e-04      2.55e-02    3.50e-02    2.6e-07
4451000      1.43e-01    1.81e-01      2.38e-02    3.82e-02      7.91e-02    4.11e-02    2.6e-07
4452000      1.12e-01    3.80e-01      1.22e-02    9.15e-02      6.85e-02    2.48e-01    2.6e-07
4453000      8.54e-02    3.30e-02      3.09e-03    8.63e-04      7.23e-02    2.88e-02    2.6e-07
4454000      1.59e-01    4.39e-02      1.61e-02    1.05e-03      1.15e-01    3.84e-02    2.6e-07
4455000      6.45e-02    4.28e-02      1.48e-02    1.40e-03      3.98e-02    3.67e-02    2.5e-07
4456000      1.18e-01    1.93e-01      2.05e-02    3.60e-02      8.11e-02    8.91e-02    2.5e-07
4457000      3.25e-01    4.03e-02      5.57e-02    6.22e-04      2.49e-01    3.57e-02    2.5e-07
4458000      7.44e-02    1.61e-01      6.84e-03    1.59e-03      5.94e-02    1.43e-01    2.5e-07
4459000      9.03e-02    2.63e-02      9.91e-03    2.22e-03      5.92e-02    1.71e-02    2.5e-07
4460000      1.22e-01    3.47e-02      2.12e-02    4.37e-04      5.02e-02    3.08e-02    2.5e-07
4461000      8.44e-02    4.92e-02      9.58e-03    4.54e-03      6.43e-02    2.85e-02    2.5e-07
4462000      8.01e-02    2.13e-01      1.04e-02    2.91e-02      5.80e-02    1.71e-01    2.5e-07
4463000      9.13e-02    3.24e-02      1.60e-02    1.42e-03      4.88e-02    2.70e-02    2.5e-07
4464000      1.13e-01    2.03e-01      2.45e-02    2.84e-02      7.56e-02    1.64e-01    2.5e-07
4465000      8.09e-02    3.77e-02      1.12e-02    1.06e-04      5.21e-02    3.37e-02    2.5e-07
4466000      8.18e-02    5.14e-02      1.22e-02    2.77e-04      4.59e-02    4.60e-02    2.5e-07
4467000      8.98e-02    4.49e-01      1.47e-02    1.29e-01      5.95e-02    2.84e-01    2.5e-07
4468000      5.56e-02    5.27e-02      7.33e-03    4.29e-03      4.17e-02    3.50e-02    2.5e-07
4469000      6.45e-02    4.26e-02      3.30e-03    2.79e-03      5.46e-02    3.20e-02    2.5e-07
4470000      8.27e-02    1.73e-01      7.89e-03    3.75e-02      5.92e-02    2.08e-02    2.5e-07
4471000      1.60e-01    1.75e-01      3.63e-02    6.20e-02      5.01e-02    9.49e-02    2.5e-07
4472000      8.94e-02    2.35e-02      1.27e-02    2.23e-04      5.55e-02    2.10e-02    2.5e-07
4473000      5.77e-02    2.67e-01      7.12e-03    8.72e-03      4.47e-02    2.37e-01    2.5e-07
4474000      6.47e-02    2.87e-02      8.65e-03    1.01e-03      4.40e-02    2.46e-02    2.5e-07
4475000      7.34e-02    7.24e-02      7.48e-03    5.07e-03      5.98e-02    5.24e-02    2.5e-07
4476000      9.65e-02    6.70e-02      1.81e-02    1.38e-03      6.63e-02    5.92e-02    2.5e-07
4477000      6.29e-02    2.26e-01      6.64e-03    1.06e-02      4.93e-02    2.00e-01    2.5e-07
4478000      1.17e-01    2.58e-02      2.33e-02    1.47e-04      6.00e-02    2.31e-02    2.5e-07
4479000      1.16e-01    2.23e-01      1.23e-02    4.45e-02      9.55e-02    1.75e-01    2.5e-07
4480000      6.90e-02    4.56e-01      7.47e-03    1.52e-01      5.36e-02    1.38e-01    2.4e-07
4481000      6.82e-02    2.69e-02      5.41e-03    3.23e-04      4.96e-02    2.40e-02    2.4e-07
4482000      8.28e-02    1.98e-02      1.21e-02    9.22e-04      5.74e-02    1.64e-02    2.4e-07
4483000      8.14e-02    1.73e-01      1.25e-02    2.12e-02      4.93e-02    1.42e-01    2.4e-07
4484000      5.78e-02    1.49e-01      3.86e-03    2.77e-02      4.79e-02    5.54e-02    2.4e-07
4485000      6.14e-02    1.62e-01      4.39e-03    3.49e-02      5.09e-02    1.16e-01    2.4e-07
4486000      8.53e-02    1.96e-02      1.10e-02    1.15e-04      6.36e-02    1.76e-02    2.4e-07
4487000      1.35e-01    4.34e-02      2.66e-02    1.37e-03      9.37e-02    3.76e-02    2.4e-07
4488000      7.77e-02    3.63e-01      1.14e-02    9.24e-03      5.07e-02    3.25e-01    2.4e-07
4489000      1.92e-01    5.28e-02      2.21e-02    4.92e-03      1.49e-01    3.00e-02    2.4e-07
4490000      2.01e-01    1.70e-01      3.17e-02    3.46e-02      1.54e-01    1.25e-01    2.4e-07
4491000      8.41e-02    1.35e-01      1.27e-02    2.61e-02      5.11e-02    5.70e-02    2.4e-07
4492000      8.50e-02    7.03e-02      1.19e-02    5.56e-03      5.64e-02    5.74e-02    2.4e-07
4493000      6.15e-02    9.88e-02      3.38e-03    1.02e-02      5.41e-02    7.65e-02    2.4e-07
4494000      6.28e-02    3.11e-02      1.00e-02    2.14e-04      4.65e-02    2.79e-02    2.4e-07
4495000      1.63e-01    1.25e-01      3.43e-02    4.81e-03      8.54e-02    1.12e-01    2.4e-07
4496000      4.71e-02    6.49e-02      2.09e-03    7.77e-03      4.05e-02    4.67e-02    2.4e-07
4497000      8.39e-02    1.34e-01      1.26e-02    2.25e-02      5.48e-02    6.90e-02    2.4e-07
4498000      1.33e-01    1.83e-01      2.50e-02    3.82e-02      9.06e-02    1.23e-01    2.4e-07
4499000      1.02e-01    6.84e-02      9.82e-03    5.49e-04      7.88e-02    6.14e-02    2.4e-07
4500000      1.08e-01    1.54e-01      1.33e-02    3.29e-02      7.79e-02    2.60e-02    2.3e-07
4501000      9.62e-02    3.01e-02      1.95e-02    1.90e-03      5.74e-02    2.32e-02    2.3e-07
4502000      1.10e-01    2.38e-02      2.82e-02    3.54e-04      6.88e-02    2.12e-02    2.3e-07
4503000      6.09e-02    1.17e-01      7.98e-03    9.94e-03      3.66e-02    9.47e-02    2.3e-07
4504000      1.21e-01    1.08e-01      2.38e-02    5.10e-03      6.42e-02    9.42e-02    2.3e-07
4505000      5.36e-02    1.08e-01      3.05e-03    9.23e-03      4.09e-02    6.84e-02    2.3e-07
4506000      1.67e-01    4.19e-02      2.80e-02    7.66e-04      1.23e-01    3.73e-02    2.3e-07
4507000      2.61e-01    1.21e-01      4.44e-02    1.66e-02      1.92e-01    9.93e-02    2.3e-07
4508000      9.83e-02    6.66e-02      2.57e-02    4.00e-03      5.84e-02    5.13e-02    2.3e-07
4509000      6.47e-02    3.12e-02      5.60e-03    1.09e-03      5.18e-02    2.70e-02    2.3e-07
4510000      2.18e-01    6.81e-02      5.75e-02    1.34e-03      1.04e-01    6.06e-02    2.3e-07
4511000      7.13e-02    5.87e-02      6.74e-03    1.28e-03      6.00e-02    5.26e-02    2.3e-07
4512000      1.84e-01    4.92e-02      4.46e-02    1.95e-03      1.01e-01    4.18e-02    2.3e-07
4513000      5.21e-02    2.32e-02      3.17e-03    1.33e-03      4.27e-02    1.85e-02    2.3e-07
4514000      1.13e-01    4.90e-01      6.35e-03    1.64e-01      9.73e-02    1.41e-01    2.3e-07
4515000      7.09e-02    2.87e-01      9.03e-03    6.85e-02      5.48e-02    2.01e-01    2.3e-07
4516000      9.91e-02    2.47e-01      6.04e-03    4.42e-02      7.88e-02    1.88e-01    2.3e-07
4517000      6.81e-02    5.36e-02      7.83e-03    1.49e-03      4.21e-02    4.71e-02    2.3e-07
4518000      1.06e-01    4.15e-02      1.64e-02    7.08e-04      5.45e-02    3.71e-02    2.3e-07
4519000      1.02e-01    1.60e-01      5.68e-03    3.73e-03      8.51e-02    1.43e-01    2.3e-07
4520000      2.37e-01    4.28e-02      5.29e-02    3.01e-04      1.70e-01    3.86e-02    2.3e-07
4521000      7.10e-02    4.31e-02      6.37e-03    1.72e-03      5.06e-02    3.67e-02    2.3e-07
4522000      1.37e-01    6.82e-02      3.26e-02    3.67e-03      9.22e-02    5.51e-02    2.3e-07
4523000      7.21e-02    4.89e-02      2.90e-03    1.62e-03      6.36e-02    4.24e-02    2.3e-07
4524000      1.72e+00    1.12e-01      7.93e-01    4.29e-03      4.32e-01    9.61e-02    2.3e-07
4525000      1.03e-01    3.18e-02      8.30e-03    3.46e-05      8.52e-02    2.87e-02    2.2e-07
4526000      7.95e-02    1.08e-01      8.28e-03    9.55e-03      5.81e-02    8.69e-02    2.2e-07
4527000      3.56e-01    2.04e-02      3.70e-02    3.89e-04      3.05e-01    1.83e-02    2.2e-07
4528000      9.12e-02    8.95e-02      1.01e-02    3.55e-03      6.55e-02    7.95e-02    2.2e-07
4529000      2.07e-01    2.88e-01      4.55e-02    6.38e-02      1.20e-01    8.80e-02    2.2e-07
4530000      7.89e-02    4.67e-02      1.30e-02    4.29e-03      4.76e-02    2.74e-02    2.2e-07
4531000      7.12e-02    1.10e-01      1.02e-02    9.57e-03      5.36e-02    9.00e-02    2.2e-07
4532000      1.14e-01    1.76e-01      2.04e-02    9.83e-03      7.24e-02    1.58e-01    2.2e-07
4533000      1.05e-01    4.62e-02      7.77e-03    4.33e-03      8.98e-02    3.82e-02    2.2e-07
4534000      1.89e-01    3.30e-02      2.87e-02    5.38e-04      1.03e-01    2.96e-02    2.2e-07
4535000      7.58e-02    6.75e-02      3.03e-03    4.71e-02      6.68e-02    9.59e-03    2.2e-07
4536000      1.13e-01    2.54e-02      1.29e-02    2.42e-04      7.38e-02    2.29e-02    2.2e-07
4537000      1.79e-01    4.25e-02      4.02e-02    1.32e-03      9.53e-02    3.72e-02    2.2e-07
4538000      1.97e-01    6.80e-02      3.76e-02    3.20e-03      1.14e-01    5.67e-02    2.2e-07
4539000      7.59e-02    1.03e-01      9.43e-03    2.13e-02      6.13e-02    3.53e-02    2.2e-07
4540000      4.44e-02    2.61e-02      4.36e-03    1.45e-05      3.62e-02    2.37e-02    2.2e-07
4541000      2.58e-01    4.18e-01      4.50e-02    1.16e-01      1.82e-01    2.11e-01    2.2e-07
4542000      7.18e-02    7.91e-02      6.89e-03    4.62e-04      6.02e-02    7.16e-02    2.2e-07
4543000      1.90e-01    1.90e-01      2.53e-02    1.09e-02      1.43e-01    1.70e-01    2.2e-07
