#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
7366000      1.69e-01    6.90e-02      3.28e-02    1.05e-03      1.21e-01    6.87e-02    1.1e-09
7367000      1.19e-01    1.06e-01      2.02e-02    1.35e-03      9.55e-02    1.06e-01    1.1e-09
7368000      2.08e-01    2.64e-01      4.12e-02    6.43e-02      1.28e-01    2.21e-01    1.1e-09
7369000      1.28e-01    1.75e-01      3.40e-02    1.03e-02      7.58e-02    1.72e-01    1.1e-09
7370000      7.57e-02    1.97e-02      1.16e-02    5.58e-04      5.91e-02    1.91e-02    1.1e-09
7371000      1.26e-01    2.30e-02      2.71e-02    5.41e-04      5.46e-02    2.25e-02    1.1e-09
7372000      6.96e-02    1.35e-01      4.74e-03    2.10e-02      6.01e-02    1.27e-01    1.1e-09
7373000      1.17e-01    6.53e-02      1.83e-02    4.20e-03      6.92e-02    5.53e-02    1.1e-09
7374000      5.02e-02    2.24e-01      8.02e-03    9.16e-03      2.77e-02    2.22e-01    1.1e-09
7375000      2.30e-01    2.65e-01      5.20e-02    8.23e-02      8.13e-02    1.51e-01    1.1e-09
7376000      1.04e-01    5.00e-02      2.58e-02    7.42e-04      5.67e-02    4.99e-02    1.1e-09
7377000      1.06e-01    1.75e-02      1.52e-02    1.33e-04      6.61e-02    1.75e-02    1.1e-09
7378000      1.48e-01    8.51e-02      3.05e-02    4.81e-02      1.19e-01    1.72e-02    1.1e-09
7379000      1.11e-01    2.27e-02      1.89e-02    1.30e-04      9.22e-02    2.26e-02    1.1e-09
7380000      4.82e-02    6.11e-02      7.37e-03    4.46e-03      3.69e-02    5.66e-02    1.1e-09
7381000      5.69e-02    2.53e-01      9.82e-03    1.41e-02      3.34e-02    2.24e-01    1.1e-09
7382000      1.24e-01    2.09e-02      2.31e-02    2.93e-04      7.28e-02    2.07e-02    1.1e-09
7383000      1.38e-01    8.23e-02      3.43e-02    6.20e-03      7.31e-02    6.26e-02    1.1e-09
7384000      1.14e-01    5.04e-02      8.41e-03    3.81e-03      1.03e-01    3.93e-02    1.1e-09
7385000      8.35e-02    2.86e-02      1.52e-02    1.40e-03      5.27e-02    2.62e-02    1.1e-09
7386000      6.05e-02    4.10e-02      8.21e-03    3.96e-04      5.20e-02    4.08e-02    1.1e-09
7387000      8.64e-02    3.80e-02      6.64e-03    3.72e-03      7.90e-02    3.31e-02    1.1e-09
7388000      1.90e-01    2.58e-02      4.81e-02    1.16e-03      1.13e-01    2.40e-02    1.1e-09
7389000      7.31e-02    4.20e-01      1.05e-02    6.99e-02      4.29e-02    3.77e-01    1.1e-09
7390000      4.07e-02    1.37e-01      4.04e-03    2.29e-02      3.50e-02    1.18e-01    1.1e-09
7391000      6.32e-02    1.71e-01      7.54e-03    9.15e-03      4.27e-02    1.69e-01    1.1e-09
7392000      8.69e-02    8.50e-02      2.22e-02    1.11e-02      7.01e-02    6.53e-02    1.1e-09
7393000      6.28e-02    1.67e-02      6.03e-03    3.02e-04      5.58e-02    1.65e-02    1.1e-09
7394000      3.17e-02    3.72e-02      3.20e-03    2.66e-03      2.72e-02    2.99e-02    1.1e-09
7395000      6.00e-02    3.27e-02      5.12e-03    2.76e-03      5.51e-02    2.28e-02    1.1e-09
7396000      1.26e-01    5.14e-02      7.21e-03    5.04e-03      1.15e-01    4.40e-02    1.1e-09
7397000      9.30e-02    1.06e-01      2.16e-02    1.13e-02      4.03e-02    8.92e-02    1.1e-09
7398000      1.02e-01    1.26e-01      1.84e-02    3.24e-02      6.56e-02    1.02e-01    1.1e-09
7399000      1.12e-01    7.27e-02      1.95e-02    2.13e-03      8.52e-02    7.19e-02    1.1e-09
7400000      1.49e-01    4.91e-02      3.52e-02    7.05e-04      6.10e-02    4.90e-02    1.1e-09
7401000      7.45e-02    2.93e-02      1.23e-02    1.15e-03      5.94e-02    2.78e-02    1.1e-09
7402000      4.97e-02    2.44e-02      8.73e-03    6.97e-03      3.65e-02    2.00e-02    1.1e-09
7403000      2.16e-01    3.96e-02      3.83e-02    6.11e-04      1.55e-01    3.92e-02    1.1e-09
7404000      6.50e-02    2.53e-02      8.84e-03    8.14e-04      3.97e-02    2.44e-02    1.1e-09
7405000      1.03e-01    4.53e-02      1.96e-02    2.24e-03      4.63e-02    4.13e-02    1.1e-09
7406000      7.12e-02    3.41e-02      7.60e-03    5.08e-04      5.71e-02    3.39e-02    1.1e-09
7407000      3.86e-02    6.12e-02      5.19e-03    6.64e-03      3.13e-02    2.72e-02    1.1e-09
7408000      5.51e-02    2.05e-01      5.47e-03    5.78e-02      4.73e-02    1.37e-01    1.1e-09
7409000      4.13e-02    4.82e-02      2.15e-03    1.84e-03      3.99e-02    4.56e-02    1.1e-09
7410000      1.01e-01    2.72e-02      2.16e-02    8.29e-04      6.77e-02    2.64e-02    1.1e-09
7411000      2.77e-01    1.07e-01      7.49e-02    2.11e-02      1.62e-01    8.67e-02    1.1e-09
7412000      4.05e-02    2.36e-02      6.91e-03    1.09e-03      3.20e-02    2.18e-02    1.1e-09
7413000      1.08e-01    2.73e-02      1.97e-02    1.18e-03      5.95e-02    2.55e-02    1.1e-09
7414000      1.52e-01    4.73e-02      1.71e-02    9.54e-03      1.34e-01    2.44e-02    1.1e-09
7415000      1.10e-01    2.78e-01      1.40e-02    5.37e-02      8.96e-02    1.17e-01    1.0e-09
7416000      7.34e-02    2.75e-01      1.43e-02    7.92e-02      5.02e-02    1.14e-01    1.0e-09
7417000      4.85e-02    6.28e-02      7.18e-03    1.19e-03      3.33e-02    6.20e-02    1.0e-09
7418000      2.54e-01    2.32e-02      5.44e-02    1.55e-06      1.46e-01    2.32e-02    1.0e-09
7419000      4.86e-02    2.81e-02      2.75e-03    2.56e-04      4.08e-02    2.80e-02    1.0e-09
7420000      7.06e-02    1.96e-01      6.00e-03    6.25e-02      6.69e-02    8.51e-02    1.0e-09
7421000      3.42e-02    1.60e-01      1.92e-03    3.19e-02      3.22e-02    8.60e-02    1.0e-09
7422000      1.11e-01    3.06e-02      2.38e-02    2.09e-03      6.78e-02    2.52e-02    1.0e-09
7423000      1.19e-01    2.70e-01      2.52e-02    5.96e-02      6.18e-02    9.40e-02    1.0e-09
7424000      2.66e-01    9.69e-02      4.93e-02    1.19e-02      2.11e-01    7.56e-02    1.0e-09
7425000      8.26e-02    5.79e-02      7.61e-03    1.52e-03      7.25e-02    5.65e-02    1.0e-09
7426000      5.03e-02    2.27e-02      4.55e-03    3.06e-04      4.53e-02    2.25e-02    1.0e-09
7427000      5.93e-02    2.84e-02      3.22e-03    3.49e-04      5.52e-02    2.82e-02    1.0e-09
7428000      5.73e-02    1.25e-01      1.15e-02    2.26e-02      4.21e-02    1.10e-01    1.0e-09
7429000      5.06e-02    8.53e-02      6.24e-03    7.94e-03      3.97e-02    8.26e-02    1.0e-09
7430000      1.88e-01    4.68e-02      4.15e-02    1.01e-03      1.02e-01    4.60e-02    1.0e-09
7431000      6.17e-02    5.92e-02      6.57e-03    6.43e-03      5.43e-02    2.64e-02    1.0e-09
7432000      1.45e-01    2.41e-02      2.60e-02    1.31e-03      1.02e-01    2.16e-02    1.0e-09
7433000      1.06e-01    2.81e-02      1.92e-02    6.72e-04      7.25e-02    2.75e-02    1.0e-09
7434000      7.09e-02    1.13e-01      8.21e-03    6.74e-03      6.47e-02    1.11e-01    1.0e-09
7435000      7.15e-02    2.86e-01      1.25e-02    6.61e-02      4.19e-02    5.83e-02    1.0e-09
7436000      5.65e-02    5.84e-02      8.16e-03    1.61e-03      3.49e-02    5.68e-02    1.0e-09
7437000      7.06e-02    2.58e-02      4.69e-03    1.59e-03      6.42e-02    2.23e-02    1.0e-09
7438000      9.66e-02    3.36e-01      3.03e-02    1.06e-01      5.93e-02    1.52e-01    1.0e-09
7439000      8.79e-02    2.58e-02      1.52e-02    2.05e-03      6.32e-02    1.98e-02    1.0e-09
7440000      6.28e-02    5.08e-02      8.84e-03    5.57e-03      5.04e-02    2.16e-02    9.9e-10
7441000      1.31e-01    1.37e-01      3.22e-02    2.54e-02      7.81e-02    6.14e-02    9.9e-10
7442000      1.68e-01    8.30e-02      2.44e-02    7.08e-03      1.47e-01    7.53e-02    9.9e-10
7443000      2.04e-01    3.74e-01      1.87e-02    1.18e-01      1.93e-01    2.37e-01    9.9e-10
7444000      8.01e-02    5.02e-02      1.68e-02    3.18e-03      5.30e-02    4.73e-02    9.9e-10
7445000      1.65e-01    2.88e-02      3.81e-02    1.95e-03      1.06e-01    2.40e-02    9.8e-10
7446000      4.38e-02    2.24e-02      3.36e-03    9.54e-04      3.71e-02    2.10e-02    9.8e-10
7447000      8.89e-02    1.10e-01      1.17e-02    2.24e-02      7.69e-02    4.50e-02    9.8e-10
7448000      1.19e-01    2.10e-01      1.60e-02    1.40e-02      1.07e-01    2.07e-01    9.8e-10
7449000      2.59e-01    6.77e-02      5.98e-02    5.78e-04      1.23e-01    6.75e-02    9.8e-10
7450000      7.80e-02    2.82e-02      8.08e-03    1.81e-03      5.95e-02    2.41e-02    9.8e-10
7451000      3.01e-02    1.89e-01      2.30e-03    5.96e-02      2.56e-02    1.34e-01    9.8e-10
7452000      6.60e-02    3.36e-02      1.24e-02    9.80e-04      5.31e-02    3.26e-02    9.8e-10
7453000      7.18e-02    2.27e-02      8.63e-03    2.68e-04      4.89e-02    2.26e-02    9.8e-10
7454000      9.45e-02    1.94e-02      1.35e-02    2.01e-04      7.64e-02    1.93e-02    9.8e-10
7455000      7.67e-02    4.89e-02      1.21e-02    3.25e-03      5.73e-02    4.04e-02    9.7e-10
7456000      9.81e-02    2.55e-02      1.24e-02    5.52e-04      8.59e-02    2.51e-02    9.7e-10
7457000      1.24e-01    4.87e-02      8.73e-03    2.32e-04      1.16e-01    4.87e-02    9.7e-10
7458000      1.06e-01    3.93e-02      1.67e-02    1.39e-03      8.46e-02    3.76e-02    9.7e-10
7459000      9.93e-02    2.12e-02      1.66e-02    1.52e-04      7.41e-02    2.12e-02    9.7e-10
7460000      3.01e-02    5.93e-01      2.48e-03    7.29e-02      2.85e-02    5.65e-01    9.6e-10
7461000      9.72e-02    2.14e-02      2.07e-02    3.55e-04      6.25e-02    2.12e-02    9.6e-10
7462000      8.85e-02    1.38e-01      9.65e-03    3.77e-02      7.39e-02    1.10e-01    9.6e-10
7463000      2.48e-01    3.83e-02      4.21e-02    6.76e-03      2.13e-01    2.45e-02    9.6e-10
7464000      9.48e-02    4.35e-02      1.98e-02    6.85e-03      7.20e-02    3.23e-02    9.6e-10
7465000      5.37e-02    4.03e-02      7.39e-03    1.93e-03      4.26e-02    3.94e-02    9.5e-10
7466000      3.83e-02    6.43e-02      6.70e-03    1.17e-03      2.58e-02    6.35e-02    9.5e-10
7467000      6.65e-02    2.06e-01      8.11e-03    3.45e-02      5.42e-02    1.78e-01    9.5e-10
7468000      4.97e-02    1.06e-01      5.62e-03    1.99e-02      2.57e-02    5.45e-02    9.5e-10
7469000      6.91e-02    2.87e-02      1.31e-02    6.24e-04      3.89e-02    2.82e-02    9.5e-10
7470000      1.64e-01    2.12e-01      3.35e-02    4.62e-02      1.15e-01    4.93e-02    9.4e-10
7471000      5.97e-02    4.38e-02      9.47e-03    2.37e-03      4.91e-02    3.91e-02    9.4e-10
7472000      6.90e-02    7.59e-02      1.09e-02    1.96e-03      5.13e-02    7.52e-02    9.4e-10
7473000      6.62e-02    1.96e-01      4.59e-03    4.17e-02      6.16e-02    1.62e-01    9.4e-10
7474000      6.63e-02    3.31e-02      1.43e-02    1.43e-03      4.38e-02    3.09e-02    9.4e-10
7475000      1.27e-01    1.86e-01      2.23e-02    4.07e-02      1.00e-01    1.57e-01    9.3e-10
7476000      1.11e-01    5.93e-02      7.33e-03    1.14e-03      1.04e-01    5.90e-02    9.3e-10
7477000      5.65e-02    2.58e-02      8.60e-03    6.50e-04      4.38e-02    2.53e-02    9.3e-10
7478000      7.72e-02    2.33e-02      1.43e-02    9.07e-04      5.67e-02    2.22e-02    9.3e-10
7479000      4.13e-02    2.31e-02      1.06e-03    1.21e-03      4.03e-02    2.09e-02    9.3e-10
7480000      9.05e-02    4.42e-02      2.52e-02    1.85e-03      4.73e-02    4.15e-02    9.2e-10
7481000      1.19e-01    5.12e-02      1.19e-02    3.99e-03      1.08e-01    4.72e-02    9.2e-10
7482000      6.58e-02    2.59e-02      8.15e-03    5.38e-04      5.96e-02    2.55e-02    9.2e-10
7483000      9.95e-02    4.80e-02      7.46e-03    4.67e-04      7.45e-02    4.78e-02    9.2e-10
7484000      1.79e-01    2.43e-01      3.62e-02    6.04e-02      1.06e-01    1.61e-01    9.2e-10
7485000      4.90e-02    2.39e-01      7.33e-03    6.05e-02      3.95e-02    1.44e-01    9.1e-10
7486000      7.56e-02    3.71e-02      1.45e-02    6.48e-04      6.01e-02    3.67e-02    9.1e-10
7487000      7.66e-02    3.71e-01      1.27e-02    1.03e-01      3.94e-02    1.04e-01    9.1e-10
7488000      5.27e-02    1.83e-01      5.30e-03    4.99e-02      4.83e-02    1.36e-01    9.1e-10
7489000      9.13e-02    3.03e-02      1.85e-02    8.24e-04      5.09e-02    2.95e-02    9.1e-10
7490000      6.07e-02    4.46e-01      8.08e-03    9.57e-02      5.09e-02    3.41e-01    9.1e-10
7491000      1.26e-01    4.53e-02      2.04e-02    1.62e-03      9.42e-02    4.33e-02    9.1e-10
7492000      4.75e-02    1.42e-01      7.93e-03    5.85e-02      3.84e-02    8.06e-02    9.1e-10
7493000      1.82e-01    8.31e-02      3.84e-02    1.59e-02      1.54e-01    4.25e-02    9.1e-10
7494000      8.33e-02    1.77e-01      1.53e-02    5.74e-02      5.93e-02    1.22e-01    9.1e-10
7495000      6.87e-02    1.68e-02      7.50e-03    1.00e-03      6.47e-02    1.47e-02    9.0e-10
7496000      2.03e-01    1.22e-01      4.73e-02    4.55e-03      9.24e-02    1.21e-01    9.0e-10
7497000      7.03e-02    4.63e-02      6.40e-03    1.11e-03      6.29e-02    4.59e-02    9.0e-10
7498000      1.26e-01    2.53e-01      2.42e-02    6.50e-02      9.88e-02    1.47e-01    9.0e-10
7499000      2.56e-01    9.50e-02      6.53e-02    3.33e-03      9.87e-02    9.08e-02    9.0e-10
7500000      4.42e-02    7.57e-02      5.54e-03    1.82e-02      3.67e-02    6.62e-02    8.9e-10
7501000      1.01e-01    2.11e-02      1.94e-02    6.30e-04      4.91e-02    2.04e-02    8.9e-10
7502000      7.12e-02    7.40e-02      5.73e-03    3.11e-02      6.11e-02    4.01e-02    8.9e-10
7503000      7.37e-02    1.57e-01      8.99e-03    3.52e-02      5.26e-02    1.16e-01    8.9e-10
7504000      1.93e-01    9.25e-02      2.50e-02    3.39e-03      1.69e-01    8.81e-02    8.9e-10
7505000      6.44e-02    2.35e-02      1.61e-02    8.27e-05      4.25e-02    2.34e-02    8.8e-10
7506000      4.91e-02    5.76e-02      8.71e-03    3.71e-03      3.84e-02    5.48e-02    8.8e-10
7507000      9.59e-02    3.22e-02      2.90e-02    6.91e-04      6.72e-02    3.16e-02    8.8e-10
7508000      3.73e-02    1.41e-01      3.45e-03    2.78e-02      3.38e-02    6.12e-02    8.8e-10
7509000      1.30e-01    5.12e-02      2.04e-02    2.65e-03      1.17e-01    4.61e-02    8.8e-10
7510000      2.38e-01    2.06e-01      3.39e-02    6.78e-02      2.09e-01    1.21e-01    8.7e-10
7511000      9.07e-02    5.03e-02      1.71e-02    4.18e-03      4.71e-02    3.66e-02    8.7e-10
7512000      1.44e-01    4.05e-02      3.21e-02    1.01e-03      6.52e-02    3.97e-02    8.7e-10
7513000      7.99e-02    5.28e-02      1.37e-02    7.57e-04      5.71e-02    5.24e-02    8.7e-10
7514000      1.63e-01    1.82e-02      3.76e-02    1.92e-04      7.76e-02    1.81e-02    8.7e-10
7515000      9.16e-02    1.69e-01      4.33e-03    3.52e-02      8.31e-02    5.07e-02    8.6e-10
7516000      1.01e-01    3.33e-02      2.11e-02    7.25e-04      4.80e-02    3.27e-02    8.6e-10
7517000      5.25e-02    2.42e-01      5.08e-03    5.78e-02      4.71e-02    1.87e-01    8.6e-10
7518000      1.42e-01    2.71e-02      3.28e-02    5.61e-04      9.85e-02    2.67e-02    8.6e-10
7519000      8.86e-02    2.05e-01      1.14e-02    4.78e-02      7.62e-02    3.23e-02    8.6e-10
7520000      1.17e-01    1.87e-01      2.70e-02    4.29e-02      9.15e-02    4.12e-02    8.6e-10
7521000      1.65e-01    3.06e-01      3.99e-02    8.81e-02      9.94e-02    1.28e-01    8.6e-10
7522000      1.29e-01    2.29e-02      3.29e-02    5.80e-04      8.33e-02    2.24e-02    8.6e-10
7523000      1.71e-01    3.79e-02      3.30e-02    1.26e-04      1.38e-01    3.79e-02    8.6e-10
7524000      2.84e-01    6.22e-02      5.42e-02    2.69e-03      2.25e-01    5.79e-02    8.6e-10
7525000      9.08e-02    2.14e-01      1.83e-02    4.23e-02      5.19e-02    1.78e-01    8.5e-10
7526000      6.92e-02    2.86e-02      7.76e-03    5.90e-04      5.57e-02    2.82e-02    8.5e-10
7527000      1.46e-01    4.79e-02      2.74e-02    1.84e-03      7.30e-02    4.54e-02    8.5e-10
7528000      2.68e-01    3.21e-02      6.28e-02    3.48e-04      2.01e-01    3.19e-02    8.5e-10
7529000      8.96e-02    6.66e-02      1.05e-02    1.89e-03      6.19e-02    6.47e-02    8.5e-10
7530000      8.90e-02    1.94e-02      1.11e-02    9.24e-05      5.97e-02    1.94e-02    8.4e-10
7531000      7.25e-02    3.26e-02      1.56e-02    5.31e-04      5.39e-02    3.23e-02    8.4e-10
7532000      2.65e-01    2.71e-02      3.91e-02    9.02e-05      2.22e-01    2.71e-02    8.4e-10
7533000      8.08e-02    2.01e-02      2.28e-02    1.55e-03      3.90e-02    1.57e-02    8.4e-10
7534000      4.28e-02    1.99e-01      1.92e-03    4.59e-02      4.09e-02    1.63e-01    8.4e-10
7535000      1.20e-01    6.64e-02      1.96e-02    1.62e-03      8.93e-02    6.49e-02    8.3e-10
7536000      3.13e-01    5.11e-02      8.22e-02    2.53e-03      2.47e-01    4.65e-02    8.3e-10
7537000      9.71e-02    4.49e-02      1.17e-02    4.39e-03      8.38e-02    2.54e-02    8.3e-10
7538000      1.62e-01    6.55e-02      2.81e-03    3.97e-05      1.58e-01    6.54e-02    8.3e-10
7539000      5.26e-02    5.60e-02      8.88e-03    4.92e-03      3.89e-02    4.96e-02    8.3e-10
7540000      9.51e-02    3.29e-02      7.59e-03    1.37e-04      9.12e-02    3.29e-02    8.2e-10
7541000      7.79e-02    2.41e-02      9.71e-03    2.42e-04      5.79e-02    2.41e-02    8.2e-10
7542000      1.93e-01    4.48e-02      4.62e-02    3.46e-03      9.40e-02    3.45e-02    8.2e-10
7543000      2.00e-01    5.32e-02      3.00e-02    3.82e-04      1.17e-01    5.31e-02    8.2e-10
7544000      7.02e-02    2.36e-01      5.19e-03    5.35e-02      6.43e-02    6.43e-02    8.2e-10
7545000      7.19e-02    2.55e-02      5.03e-03    1.17e-03      6.79e-02    2.36e-02    8.2e-10
7546000      1.06e-01    3.57e-02      2.42e-02    1.93e-03      6.97e-02    3.19e-02    8.2e-10
7547000      8.36e-02    1.01e-01      1.42e-02    2.29e-02      6.67e-02    1.76e-02    8.2e-10
7548000      6.56e-02    2.09e-02      9.10e-03    5.35e-04      4.29e-02    2.04e-02    8.2e-10
7549000      4.48e-02    2.42e-02      2.42e-03    1.36e-03      4.15e-02    2.15e-02    8.2e-10
7550000      6.15e-02    1.22e-01      2.05e-03    3.29e-02      5.98e-02    7.13e-02    8.1e-10
7551000      8.05e-02    1.75e-02      1.02e-02    5.96e-04      5.97e-02    1.68e-02    8.1e-10
7552000      1.03e-01    1.90e-01      2.13e-02    2.05e-02      4.75e-02    1.62e-01    8.1e-10
7553000      5.45e-02    2.78e-02      9.66e-03    1.71e-03      3.77e-02    2.41e-02    8.1e-10
7554000      9.97e-02    2.04e-02      2.35e-02    3.22e-04      5.92e-02    2.02e-02    8.1e-10
7555000      8.70e-02    3.53e-02      7.50e-03    5.29e-04      6.85e-02    3.50e-02    8.0e-10
7556000      3.17e-01    2.29e-01      1.36e-01    3.68e-02      9.16e-02    1.51e-01    8.0e-10
7557000      1.03e-01    5.05e-02      1.87e-02    2.29e-03      7.43e-02    4.65e-02    8.0e-10
7558000      9.71e-02    1.94e-01      1.08e-02    3.93e-02      6.80e-02    1.68e-01    8.0e-10
7559000      6.40e-02    5.25e-02      1.31e-02    3.56e-03      3.91e-02    4.32e-02    8.0e-10
7560000      5.92e-02    5.84e-02      1.00e-02    1.95e-03      3.88e-02    5.61e-02    7.9e-10
7561000      6.86e-02    9.80e-02      8.22e-03    1.16e-02      4.97e-02    7.81e-02    7.9e-10
7562000      1.37e-01    4.25e-02      3.13e-02    2.12e-03      9.76e-02    3.88e-02    7.9e-10
7563000      8.09e-02    7.53e-02      1.55e-02    5.81e-03      6.11e-02    5.75e-02    7.9e-10
7564000      3.55e-02    4.38e-02      6.53e-04    4.70e-03      3.53e-02    2.05e-02    7.9e-10
7565000      5.51e-02    7.69e-02      9.65e-03    3.54e-03      4.59e-02    7.09e-02    7.9e-10
7566000      1.59e-01    8.86e-02      3.01e-02    1.62e-02      1.08e-01    7.58e-02    7.9e-10
7567000      7.72e-02    4.63e-02      1.17e-02    4.92e-03      5.23e-02    2.23e-02    7.9e-10
7568000      5.31e-01    2.47e-02      2.36e-01    7.51e-04      1.22e-01    2.39e-02    7.9e-10
7569000      8.03e-02    4.47e-02      1.56e-02    4.87e-03      5.71e-02    1.96e-02    7.9e-10
7570000      1.99e-01    2.24e-01      5.64e-02    5.65e-02      6.68e-02    1.34e-01    7.8e-10
7571000      1.74e-01    1.54e-01      2.15e-02    3.01e-02      1.44e-01    1.32e-01    7.8e-10
7572000      1.31e-01    8.04e-02      1.45e-02    8.68e-04      1.13e-01    8.00e-02    7.8e-10
7573000      7.15e-02    2.90e-01      7.41e-03    8.33e-02      5.83e-02    1.22e-01    7.8e-10
7574000      5.07e-02    4.57e-02      3.84e-03    2.62e-03      3.80e-02    4.01e-02    7.8e-10
7575000      7.27e-02    5.40e-02      1.14e-02    5.99e-03      4.56e-02    2.26e-02    7.7e-10
7576000      1.60e-01    1.39e-01      4.15e-02    3.18e-02      8.62e-02    1.16e-02    7.7e-10
7577000      6.37e-02    3.79e-02      1.04e-02    6.88e-04      3.62e-02    3.75e-02    7.7e-10
7578000      8.16e-02    1.74e-01      9.36e-03    3.41e-02      5.99e-02    6.01e-02    7.7e-10
7579000      1.07e-01    2.78e-02      1.99e-02    6.65e-04      7.97e-02    2.73e-02    7.7e-10
7580000      1.03e-01    4.68e-01      1.46e-02    1.78e-01      7.82e-02    1.72e-01    7.7e-10
7581000      8.14e-02    5.31e-02      1.02e-02    1.45e-02      5.40e-02    4.44e-02    7.7e-10
7582000      1.08e-01    6.00e-02      2.57e-02    4.68e-03      6.78e-02    5.54e-02    7.7e-10
7583000      4.21e-02    5.51e-02      6.41e-03    3.36e-03      3.62e-02    4.77e-02    7.7e-10
7584000      1.89e-01    2.81e-01      4.43e-02    3.45e-02      1.14e-01    2.59e-01    7.7e-10
7585000      5.73e-02    1.23e-01      8.89e-03    1.90e-02      4.37e-02    1.05e-01    7.6e-10
7586000      1.04e-01    9.09e-02      2.07e-02    8.01e-03      6.89e-02    6.29e-02    7.6e-10
7587000      8.46e-02    2.60e-02      1.49e-02    1.26e-03      4.92e-02    2.39e-02    7.6e-10
7588000      1.19e-01    2.21e-02      4.48e-02    5.98e-04      6.17e-02    2.16e-02    7.6e-10
7589000      1.56e-01    6.48e-02      1.05e-02    1.11e-04      1.35e-01    6.47e-02    7.6e-10
7590000      1.99e-01    6.63e-02      2.58e-02    4.79e-03      1.18e-01    5.30e-02    7.5e-10
7591000      7.36e-02    2.83e-02      5.16e-03    1.42e-03      6.75e-02    2.58e-02    7.5e-10
7592000      7.97e-02    4.41e-02      1.56e-02    1.89e-03      6.14e-02    4.13e-02    7.5e-10
7593000      6.13e-02    2.19e-02      7.54e-03    3.05e-04      5.07e-02    2.18e-02    7.5e-10
7594000      5.72e-02    1.95e-02      4.40e-03    3.59e-04      5.29e-02    1.93e-02    7.5e-10
7595000      8.54e-02    3.20e-01      1.04e-02    8.69e-02      7.34e-02    2.04e-01    7.4e-10
7596000      7.91e-02    7.31e-02      1.97e-02    8.30e-03      6.10e-02    2.30e-02    7.4e-10
7597000      8.22e-02    1.33e-01      1.59e-02    2.33e-02      3.73e-02    6.51e-02    7.4e-10
7598000      9.89e-02    4.03e-02      5.64e-03    2.51e-03      9.60e-02    3.45e-02    7.4e-10
7599000      1.68e-01    5.44e-02      3.71e-02    5.83e-03      1.05e-01    2.55e-02    7.4e-10
7600000      6.19e-02    4.14e-02      1.35e-02    1.87e-03      3.46e-02    3.84e-02    7.4e-10
7601000      7.12e-02    5.68e-02      1.24e-02    2.54e-03      4.99e-02    5.51e-02    7.4e-10
7602000      9.16e-02    1.48e-01      6.59e-03    3.13e-02      8.68e-02    6.59e-02    7.4e-10
7603000      1.50e-01    7.89e-02      2.60e-02    4.03e-03      1.29e-01    7.14e-02    7.4e-10
7604000      7.65e-02    6.81e-02      1.64e-02    7.52e-03      4.30e-02    6.51e-02    7.4e-10
7605000      6.38e-02    7.49e-02      8.87e-03    8.46e-03      4.67e-02    2.43e-02    7.3e-10
7606000      6.30e-02    2.09e-01      1.07e-02    4.84e-02      4.76e-02    3.70e-02    7.3e-10
7607000      1.29e-01    2.11e-02      2.66e-02    7.52e-04      8.28e-02    2.02e-02    7.3e-10
7608000      1.45e-01    1.38e-01      4.54e-02    8.02e-03      8.52e-02    1.20e-01    7.3e-10
7609000      5.44e-02    2.48e-02      7.41e-03    1.42e-04      4.25e-02    2.48e-02    7.3e-10
7610000      7.45e-02    3.72e-02      1.46e-02    1.47e-03      5.55e-02    3.52e-02    7.2e-10
7611000      4.75e-02    1.54e-01      4.60e-03    1.97e-02      4.16e-02    1.42e-01    7.2e-10
7612000      1.32e-01    2.66e-01      2.91e-02    8.78e-02      8.39e-02    1.57e-01    7.2e-10
7613000      6.52e-02    9.72e-02      7.49e-03    2.04e-02      5.45e-02    3.32e-02    7.2e-10
7614000      9.47e-02    1.68e-01      5.28e-03    4.28e-02      9.04e-02    1.31e-01    7.2e-10
7615000      7.28e-02    2.62e-01      1.03e-02    9.99e-02      4.84e-02    9.23e-02    7.2e-10
7616000      9.65e-02    1.59e-01      1.17e-02    3.25e-02      8.70e-02    1.42e-01    7.2e-10
7617000      6.15e-02    1.12e-01      4.93e-03    4.99e-04      5.78e-02    1.12e-01    7.2e-10
7618000      2.46e-01    5.31e-02      6.30e-02    4.05e-03      1.23e-01    4.94e-02    7.2e-10
7619000      4.86e-02    2.01e-02      4.82e-03    1.02e-03      4.30e-02    1.84e-02    7.2e-10
7620000      3.99e-02    1.47e-01      2.74e-03    1.66e-02      3.12e-02    1.38e-01    7.1e-10
7621000      1.50e-01    1.29e-01      4.03e-02    1.98e-03      6.31e-02    1.28e-01    7.1e-10
7622000      6.82e-02    3.14e-02      5.44e-03    1.33e-03      6.03e-02    2.94e-02    7.1e-10
7623000      1.43e-01    1.10e-01      2.47e-02    1.79e-02      8.38e-02    6.45e-02    7.1e-10
7624000      1.53e-01    5.14e-02      3.16e-02    5.63e-03      1.09e-01    2.21e-02    7.1e-10
7625000      3.78e-02    1.45e-01      1.85e-03    3.29e-02      3.66e-02    3.78e-02    7.0e-10
7626000      1.63e-01    2.60e-02      3.01e-02    1.18e-03      1.36e-01    2.41e-02    7.0e-10
7627000      6.05e-02    2.39e-02      7.40e-03    1.28e-03      5.31e-02    2.14e-02    7.0e-10
